name,width,height,seconds,fps
00000.png,,,0.039852866902947426,25.092297686770493
00011.png,,,0.007910886779427528,126.4080788768873
00025.png,,,0.007261194288730621,137.71839180119457
00031.png,,,0.007238420657813549,138.15168353341625
00033.png,,,0.0072853416204452515,137.26192292666764
00042.png,,,0.007224361412227154,138.42053891538578
00061.png,,,0.007357216440141201,135.92097067363264
00071.png,,,0.007275037467479706,137.45633675017078
00082.png,,,0.00731747318059206,136.65919577980463
00097.png,,,0.007325746119022369,136.50486704737884
00107.png,,,0.007385711185634136,135.39657520660825
00112.png,,,0.007417923770844936,134.80861099305895
00118.png,,,0.007285835221409798,137.2526237021459
00147.png,,,0.007731076329946518,129.34809557195484
00149.png,,,0.007329672574996948,136.43174231427608
00150.png,,,0.007338782772421837,136.2623790634417
00159.png,,,0.0076838405802845955,130.1432518740468
00177.png,,,0.007221834734082222,138.46896762683724
00196.png,,,0.007273521274328232,137.48499004594692
00202.png,,,0.007980006746947765,125.31317725796225
00210.png,,,0.0072750430554151535,137.4562311704332
00215.png,,,0.007276882417500019,137.42148665136065
00232.png,,,0.007196121849119663,138.96373921494046
00242.png,,,0.007742586545646191,129.15580524732007
00255.png,,,0.0072716958820819855,137.5195024951575
00274.png,,,0.00727665051817894,137.42586613191654
00284.png,,,0.007329860702157021,136.42824067662315
00290.png,,,0.007231510244309902,138.28370094432873
00306.png,,,0.0072773899883031845,137.41190201532166
00320.png,,,0.007275230251252651,137.45269434294806
00325.png,,,0.00735470000654459,135.96747645861132
00334.png,,,0.0072901807725429535,137.1708097783124
00339.png,,,0.007256589829921722,137.80577701617003
00349.png,,,0.0072555216029286385,137.8260660951457
00353.png,,,0.00729761179536581,137.03113128531012
00370.png,,,0.007345532067120075,136.13717711153697
00385.png,,,0.007311077788472176,136.778738912717
00386.png,,,0.007185477763414383,139.1695907948676
00388.png,,,0.007187102921307087,139.13812156987095
00389.png,,,0.007208897732198238,138.71746238451158
00390.png,,,0.007255584001541138,137.82488077976808
00400.png,,,0.007226131856441498,138.38662508055162
00405.png,,,0.007272259332239628,137.50884756911321
00409.png,,,0.007319282740354538,136.62540927494777
00419.png,,,0.00722074881196022,138.48979185422314
00421.png,,,0.0072322748601436615,138.26908121411415
00434.png,,,0.007330502383410931,136.41629832397564
00441.png,,,0.0072285495698452,138.34033928073555
00443.png,,,0.007431727834045887,134.5582107324822
00449.png,,,0.0073405904695391655,136.22882302856203
00453.png,,,0.00735589861869812,135.9453211410606
00461.png,,,0.007378089241683483,135.5364468012082
00479.png,,,0.0072628166526556015,137.68762834379916
00489.png,,,0.0073125604540109634,136.75100620214315
00497.png,,,0.0073452480137348175,136.1424417705309
00512.png,,,0.007263410836458206,137.67636479828
00525.png,,,0.007307728752493858,136.8414228098897
00527.png,,,0.007371699437499046,135.65393007114574
00537.png,,,0.007253357209265232,137.8671932388258
00555.png,,,0.007335249334573746,136.32801754762852
00572.png,,,0.00735966581851244,135.8757346678172
00587.png,,,0.007266664877533913,137.6147127813289
00606.png,,,0.007258663885295391,137.76640106257034
00621.png,,,0.0072794705629348755,137.3726277693509
00633.png,,,0.007299222983419895,137.0008838298938
00643.png,,,0.007223399356007576,138.4389746038778
00652.png,,,0.00728774257004261,137.21670193327824
00653.png,,,0.007294288836419582,137.09355667506748
00661.png,,,0.007261272519826889,137.7169080584019
00671.png,,,0.0072939032688736916,137.1008036626208
00676.png,,,0.007479551248252392,133.69786058136194
00677.png,,,0.007849715650081635,127.39314958365406
00687.png,,,0.007530225440859795,132.79814898686763
00697.png,,,0.007999073714017868,125.0144748944573
00712.png,,,0.007358952425420284,135.88890676146585
00716.png,,,0.007361629977822304,135.83948161108432
00719.png,,,0.0072606271132826805,137.72914989265703
00725.png,,,0.007309102453291416,136.81570430712495
00726.png,,,0.007313941605389118,136.7251823918271
00738.png,,,0.0073416829109191895,136.2085521989397
00760.png,,,0.0073766568675637245,135.56276480707015
00762.png,,,0.007293803617358208,137.10267680091403
00769.png,,,0.007420624606311321,134.75954559802003
00787.png,,,0.007554217241704464,132.3763889763871
00800.png,,,0.007403139024972916,135.07783612150368
00801.png,,,0.007281695492565632,137.3306534200677
00805.png,,,0.007412385195493698,134.90934073527941
00818.png,,,0.007550900802016258,132.43453016002778
00825.png,,,0.007573992013931274,132.03077032041267
00826.png,,,0.007371013052761555,135.6665620915363
00829.png,,,0.0073061492294073105,136.87100668228783
00834.png,,,0.007274821400642395,137.4604192910765
00857.png,,,0.007239934056997299,138.12280500448944
00867.png,,,0.007323061116039753,136.55491660580202
00871.png,,,0.007406848482787609,135.01018716986692
00878.png,,,0.007767142727971077,128.74747317295902
00896.png,,,0.007331552915275097,136.3967513507986
00910.png,,,0.007315743714570999,136.6915024658762
00916.png,,,0.007978599518537521,125.33527941546566
00922.png,,,0.007402896881103516,135.08225442834137
00926.png,,,0.007280175574123859,137.35932462320403
00950.png,,,0.007270992733538151,137.532801454663
00958.png,,,0.007957560010254383,125.66666147806185
00965.png,,,0.007430349476635456,134.58317178007232
00976.png,,,0.0073438603430986404,136.16816677889926
00994.png,,,0.007346714846789837,136.1152597935596
01017.png,,,0.0074508311226964,134.21321508064293
01034.png,,,0.007232414558529854,138.26641046462245
01043.png,,,0.007758263498544693,128.8948229442815
01079.png,,,0.007474332116544247,133.79121831989846
01093.png,,,0.007315195165574551,136.70175263484688
01101.png,,,0.007769381627440453,128.7103720672092
01115.png,,,0.007632039487361908,131.02657574766562
01122.png,,,0.008258922025561333,121.08117704768294
01136.png,,,0.007336330600082874,136.30792483489003
01147.png,,,0.007301547564566135,136.95726709402336
01156.png,,,0.0073570869863033295,135.92336231197177
01165.png,,,0.007511048577725887,133.13720310177638
01186.png,,,0.007346883416175842,136.112136718853
01204.png,,,0.0072080716490745544,138.73336013916983
01212.png,,,0.007296156138181686,137.05847038646507
01223.png,,,0.007325651124119759,136.50663716532895
01227.png,,,0.007318725809454918,136.635806018053
01242.png,,,0.007353612221777439,135.9875894786155
01249.png,,,0.0072800880298018456,137.36097639292126
01267.png,,,0.007185301743447781,139.17300006390016
01270.png,,,0.0072665587067604065,137.61672345255465
01299.png,,,0.007287215441465378,137.2266276511939
01301.png,,,0.008922302164137363,112.07869691069617
01320.png,,,0.006440621800720692,155.26451186562485
01331.png,,,0.006471480242908001,154.5241525068218
01345.png,,,0.007251732982695103,137.89807241749136
01388.png,,,0.007270779460668564,137.5368356872219
01393.png,,,0.007343447767198086,136.17581709600051
01406.png,,,0.007243744097650051,138.05015562662004
01413.png,,,0.007425878196954727,134.66420717890165
01415.png,,,0.007286613807082176,137.23795805234752
01422.png,,,0.007276494987308979,137.42880353028647
01432.png,,,0.00722284521907568,138.44959564673763
01437.png,,,0.007404439151287079,135.05411815372602
01442.png,,,0.0072808898985385895,137.34584836954048
01443.png,,,0.0073136212304234505,136.73117167186155
01454.png,,,0.007252875715494156,137.8763457732665
01462.png,,,0.007321642711758614,136.58137106226073
01471.png,,,0.007291348651051521,137.1488386933445
01482.png,,,0.0072318194434046745,138.27778857393724
01486.png,,,0.00734590832144022,136.13020422285132
01492.png,,,0.0072698211297392845,137.55496623007872
01494.png,,,0.00895001832395792,111.73161481950746
01505.png,,,0.007129081524908543,140.27052384042258
01511.png,,,0.007103629410266876,140.77310938471817
01527.png,,,0.0071043288335204124,140.75925023088627
01531.png,,,0.007279048673808575,137.38058980127354
01547.png,,,0.007333528250455856,136.36001196802363
01562.png,,,0.007407651282846928,134.9955555164413
01579.png,,,0.007515871897339821,133.0517621453795
01584.png,,,0.007910720072686672,126.41074274043623
01587.png,,,0.007604731246829033,131.49708616158827
01599.png,,,0.00772277545183897,129.48712625871792
01608.png,,,0.0078049032017588615,128.1245870896447
01640.png,,,0.007267344743013382,137.60183882309582
01659.png,,,0.007228567264974117,138.3400006313119
01670.png,,,0.007294639013707638,137.08697553379426
01673.png,,,0.007292513735592365,137.12692718278038
01707.png,,,0.007196550257503986,138.95546674704036
01710.png,,,0.0072869230061769485,137.23213476419664
01724.png,,,0.007248619571328163,137.95730209866292
01729.png,,,0.007171006873250008,139.45043111453398
01741.png,,,0.007204778492450714,138.79677231545932
01760.png,,,0.007201783359050751,138.85449619131663
01773.png,,,0.007220267318189144,138.49902724249853
01779.png,,,0.007354340516030788,135.9741227402005
01783.png,,,0.007472076453268528,133.83160708461003
01789.png,,,0.007342305034399033,136.19701106327707
01803.png,,,0.008242921903729439,121.31620457881066
01806.png,,,0.006441428326070309,155.2450713380933
01807.png,,,0.006416169926524162,155.8562213051815
01811.png,,,0.006393739953637123,156.4029828005662
01828.png,,,0.006405768916010857,156.10928416424088
01845.png,,,0.007184099406003952,139.19629218441384
01856.png,,,0.007162299007177353,139.61997383771583
01861.png,,,0.007235242985188961,138.21235887268315
01867.png,,,0.007323361001908779,136.54932478944536
01899.png,,,0.0072034066542983055,138.82320518491005
01911.png,,,0.007237914949655533,138.16133609688134
01912.png,,,0.008119464851915836,123.16082626603698
01913.png,,,0.0063665444031357765,157.0710791724723
01919.png,,,0.006366940215229988,157.06131457115902
01929.png,,,0.006357723847031593,157.28899588284222
01937.png,,,0.00718307588249445,139.2161264002591
01947.png,,,0.007208338938653469,138.72821582204926
01954.png,,,0.007233303971588612,138.24940911205414
