framework,source_log,line_number,epoch_zero_based,epoch_one_based,configured_epochs,logged_sample_in_epoch,learning_rate,loss,eta
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,159,20,21,60,6,0.0001,0.0357,0:45:10.129910
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,160,21,22,60,0,0.0001,0.0607,0:34:48.121721
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,161,21,22,60,1,0.0001,0.0463,0:42:57.120417
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,162,21,22,60,2,0.0001,0.0573,0:42:15.163677
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,163,21,22,60,3,0.0001,0.0389,0:45:00.487225
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,164,21,22,60,4,0.0001,0.0358,0:44:42.492514
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,165,21,22,60,5,0.0001,0.0371,0:44:50.671068
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,166,21,22,60,6,0.0001,0.0592,0:41:55.405025
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,167,22,23,60,0,0.0001,0.0486,0:36:35.489586
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,168,22,23,60,1,0.0001,0.0395,0:41:46.711907
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,169,22,23,60,2,0.0001,0.0263,0:43:34.008326
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,170,22,23,60,3,0.0001,0.0414,0:43:35.395603
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,171,22,23,60,4,0.0001,0.0294,0:43:28.400414
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,172,22,23,60,5,0.0001,0.0435,0:38:04.403690
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,173,22,23,60,6,0.0001,0.048,0:40:37.435294
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,174,23,24,60,0,0.0001,0.0311,0:32:22.717194
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,175,23,24,60,1,0.0001,0.0349,0:42:53.249112
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,176,23,24,60,2,0.0001,0.0728,0:40:05.270885
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,177,23,24,60,3,0.0001,0.0283,0:42:07.024476
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,178,23,24,60,4,0.0001,0.0533,0:39:41.645809
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,179,23,24,60,5,0.0001,0.0371,0:40:07.254911
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,180,23,24,60,6,0.0001,0.0531,0:39:50.391662
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,181,24,25,60,0,0.0001,0.0268,0:34:11.030311
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,182,24,25,60,1,0.0001,0.0609,0:37:05.802483
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,183,24,25,60,2,0.0001,0.0673,0:39:43.688614
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,184,24,25,60,3,0.0001,0.0907,0:38:58.201936
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,185,24,25,60,4,0.0001,0.0928,0:36:48.882442
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,186,24,25,60,5,0.0001,0.048,0:41:03.370269
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,187,24,25,60,6,0.0001,0.0278,0:40:37.480007
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,188,25,26,60,0,5e-05,0.0496,0:33:27.380766
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,189,25,26,60,1,5e-05,0.0422,0:38:23.486992
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,190,25,26,60,2,5e-05,0.0394,0:39:52.383384
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,191,25,26,60,3,5e-05,0.0527,0:37:57.900181
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,192,25,26,60,4,5e-05,0.029,0:39:41.140411
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,193,25,26,60,5,5e-05,0.0503,0:37:34.697713
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,194,25,26,60,6,5e-05,0.0315,0:39:31.724492
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,195,26,27,60,0,5e-05,0.0525,0:30:52.929654
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,196,26,27,60,1,5e-05,0.038,0:38:37.632992
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,197,26,27,60,2,5e-05,0.0236,0:38:37.129914
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,198,26,27,60,3,5e-05,0.109,0:32:38.336283
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,199,26,27,60,4,5e-05,0.0447,0:36:36.021782
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,200,26,27,60,5,5e-05,0.0644,0:37:08.756840
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,201,26,27,60,6,5e-05,0.0562,0:35:41.597616
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,202,27,28,60,0,5e-05,0.021,0:30:02.485260
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,203,27,28,60,1,5e-05,0.0438,0:37:10.768778
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,204,27,28,60,2,5e-05,0.0542,0:37:34.650672
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,205,27,28,60,3,5e-05,0.0423,0:35:59.694396
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,206,27,28,60,4,5e-05,0.0537,0:37:06.882047
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,207,27,28,60,5,5e-05,0.0486,0:35:58.970653
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,208,27,28,60,6,5e-05,0.0613,0:35:35.237782
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,209,28,29,60,0,5e-05,0.0333,0:30:30.622307
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,210,28,29,60,1,5e-05,0.0318,0:37:09.379931
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,211,28,29,60,2,5e-05,0.052,0:33:01.713150
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,212,28,29,60,3,5e-05,0.0328,0:36:37.132901
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,213,28,29,60,4,5e-05,0.0498,0:34:33.509758
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,214,28,29,60,5,5e-05,0.0825,0:34:25.529291
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,215,28,29,60,6,5e-05,0.0476,0:34:02.452332
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,216,29,30,60,0,5e-05,0.0542,0:27:24.555217
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,217,29,30,60,1,5e-05,0.0243,0:35:41.036390
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,218,29,30,60,2,5e-05,0.0331,0:34:02.485222
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,219,29,30,60,3,5e-05,0.0604,0:33:05.575132
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,220,29,30,60,4,5e-05,0.0403,0:33:11.194008
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,221,29,30,60,5,5e-05,0.0611,0:33:05.484705
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,222,29,30,60,6,5e-05,0.0349,0:35:09.182011
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,223,30,31,60,0,5e-05,0.0278,0:28:39.542162
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,224,30,31,60,1,5e-05,0.0488,0:32:48.739171
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,225,30,31,60,2,5e-05,0.0249,0:34:24.113371
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,226,30,31,60,3,5e-05,0.047,0:34:35.051880
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,227,30,31,60,4,5e-05,0.0465,0:30:51.873698
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,228,30,31,60,5,5e-05,0.0495,0:34:00.270495
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,229,30,31,60,6,5e-05,0.031,0:33:41.320117
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,230,31,32,60,0,5e-05,0.0747,0:26:05.733999
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,231,31,32,60,1,5e-05,0.025,0:33:07.209573
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,232,31,32,60,2,5e-05,0.027,0:33:09.008611
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,233,31,32,60,3,5e-05,0.0497,0:31:30.307662
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,234,31,32,60,4,5e-05,0.0313,0:33:06.098031
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,235,31,32,60,5,5e-05,0.0345,0:32:43.483407
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,236,31,32,60,6,5e-05,0.0519,0:30:48.362887
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,237,32,33,60,0,5e-05,0.0365,0:24:57.537847
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,238,32,33,60,1,5e-05,0.0601,0:32:12.494638
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,239,32,33,60,2,5e-05,0.0286,0:31:44.375566
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,240,32,33,60,3,5e-05,0.032,0:34:40.675574
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,241,32,33,60,4,5e-05,0.0243,0:31:34.829110
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,242,32,33,60,5,5e-05,0.0368,0:29:20.052310
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,243,32,33,60,6,5e-05,0.0247,0:30:54.206715
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,244,33,34,60,0,5e-05,0.0458,0:23:34.358494
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,245,33,34,60,1,5e-05,0.0696,0:29:25.921422
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,246,33,34,60,2,5e-05,0.0382,0:28:49.505773
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,247,33,34,60,3,5e-05,0.024,0:30:07.448916
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,248,33,34,60,4,5e-05,0.0509,0:28:28.377066
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,249,33,34,60,5,5e-05,0.0422,0:28:54.476691
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,250,33,34,60,6,5e-05,0.0365,0:30:13.161462
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,251,34,35,60,0,5e-05,0.0319,0:24:39.049158
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,252,34,35,60,1,5e-05,0.0372,0:28:18.349377
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,253,34,35,60,2,5e-05,0.0494,0:28:21.743699
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,254,34,35,60,3,5e-05,0.0365,0:27:29.486661
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,255,34,35,60,4,5e-05,0.0291,0:29:36.460615
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,256,34,35,60,5,5e-05,0.0457,0:29:33.113609
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,257,34,35,60,6,5e-05,0.0405,0:27:50.388906
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,258,35,36,60,0,5e-05,0.0894,0:20:38.940346
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,259,35,36,60,1,5e-05,0.0642,0:27:13.604264
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,260,35,36,60,2,5e-05,0.0253,0:28:22.168131
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,261,35,36,60,3,5e-05,0.0218,0:28:42.864658
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,262,35,36,60,4,5e-05,0.0245,0:28:19.767554
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,263,35,36,60,5,5e-05,0.0592,0:26:26.834037
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,264,35,36,60,6,5e-05,0.0397,0:26:27.180895
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,265,36,37,60,0,5e-05,0.0663,0:21:22.758951
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,266,36,37,60,1,5e-05,0.0267,0:28:00.033423
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,267,36,37,60,2,5e-05,0.0358,0:27:29.700032
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,268,36,37,60,3,5e-05,0.0541,0:25:32.151381
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,269,36,37,60,4,5e-05,0.0318,0:27:07.314281
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,270,36,37,60,5,5e-05,0.0413,0:26:57.199943
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,271,36,37,60,6,5e-05,0.0576,0:25:20.827423
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,272,37,38,60,0,5e-05,0.0416,0:20:29.344106
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,273,37,38,60,1,5e-05,0.0583,0:23:04.502578
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,274,37,38,60,2,5e-05,0.037,0:24:41.990025
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,275,37,38,60,3,5e-05,0.0818,0:24:52.623309
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,276,37,38,60,4,5e-05,0.0316,0:26:34.727918
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,277,37,38,60,5,5e-05,0.0461,0:24:25.402136
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,278,37,38,60,6,5e-05,0.0276,0:25:47.467601
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,279,38,39,60,0,5e-05,0.0422,0:19:41.001061
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,280,38,39,60,1,5e-05,0.0425,0:23:38.613364
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,281,38,39,60,2,5e-05,0.0271,0:23:35.044281
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,282,38,39,60,3,5e-05,0.0299,0:23:48.475342
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,283,38,39,60,4,5e-05,0.0494,0:22:46.173604
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,284,38,39,60,5,5e-05,0.0596,0:21:37.496122
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,285,38,39,60,6,5e-05,0.0701,0:23:09.127542
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,286,39,40,60,0,5e-05,0.0352,0:19:51.775134
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,287,39,40,60,1,5e-05,0.0515,0:21:28.358056
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,288,39,40,60,2,5e-05,0.0341,0:23:47.532596
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,289,39,40,60,3,5e-05,0.0274,0:23:21.226124
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,290,39,40,60,4,5e-05,0.0383,0:21:40.337333
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,291,39,40,60,5,5e-05,0.0199,0:23:10.968145
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,292,39,40,60,6,5e-05,0.0325,0:23:14.535137
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,293,40,41,60,0,5e-05,0.0639,0:16:14.058008
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,294,40,41,60,1,5e-05,0.0191,0:23:01.445637
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,295,40,41,60,2,5e-05,0.0232,0:22:35.047512
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,296,40,41,60,3,5e-05,0.0294,0:22:33.611927
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,297,40,41,60,4,5e-05,0.0599,0:21:49.479070
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,298,40,41,60,5,5e-05,0.0374,0:21:04.369969
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,299,40,41,60,6,5e-05,0.0361,0:20:42.234936
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,300,41,42,60,0,5e-05,0.0333,0:16:38.686123
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,301,41,42,60,1,5e-05,0.061,0:19:43.513419
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,302,41,42,60,2,5e-05,0.0265,0:19:31.772655
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,303,41,42,60,3,5e-05,0.0323,0:20:24.471901
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,304,41,42,60,4,5e-05,0.0307,0:21:23.918383
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,305,41,42,60,5,5e-05,0.0225,0:21:07.699083
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,306,41,42,60,6,5e-05,0.0396,0:20:50.745621
