framework,source_log,line_number,epoch_zero_based,epoch_one_based,configured_epochs,logged_sample_in_epoch,learning_rate,loss,eta
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,307,42,43,60,0,5e-05,0.0387,0:17:14.648528
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,308,42,43,60,1,5e-05,0.0428,0:19:23.744453
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,309,42,43,60,2,5e-05,0.0299,0:20:44.602118
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,310,42,43,60,3,5e-05,0.0673,0:19:46.139151
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,311,42,43,60,4,5e-05,0.0365,0:20:26.137467
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,312,42,43,60,5,5e-05,0.0475,0:19:00.317120
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,313,42,43,60,6,5e-05,0.0178,0:19:44.695550
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,314,43,44,60,0,5e-05,0.0306,0:15:57.118870
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,315,43,44,60,1,5e-05,0.0293,0:19:31.875216
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,316,43,44,60,2,5e-05,0.03,0:19:33.400667
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,317,43,44,60,3,5e-05,0.0414,0:17:07.142597
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,318,43,44,60,4,5e-05,0.0609,0:17:49.284537
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,319,43,44,60,5,5e-05,0.0172,0:18:36.275553
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,320,43,44,60,6,5e-05,0.0494,0:18:56.538125
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,321,44,45,60,0,5e-05,0.0737,0:14:12.236240
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,322,44,45,60,1,5e-05,0.074,0:16:35.132192
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,323,44,45,60,2,5e-05,0.0416,0:18:21.646612
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,324,44,45,60,3,5e-05,0.0321,0:17:00.101604
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,325,44,45,60,4,5e-05,0.0281,0:15:51.385643
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,326,44,45,60,5,5e-05,0.0373,0:16:39.970791
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,327,44,45,60,6,5e-05,0.0427,0:16:29.295021
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,328,45,46,60,0,5e-05,0.045,0:14:45.409040
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,329,45,46,60,1,5e-05,0.033,0:17:16.679332
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,330,45,46,60,2,5e-05,0.0367,0:17:05.785532
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,331,45,46,60,3,5e-05,0.0507,0:15:00.425445
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,332,45,46,60,4,5e-05,0.0293,0:16:50.065997
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,333,45,46,60,5,5e-05,0.0685,0:15:32.350540
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,334,45,46,60,6,5e-05,0.0519,0:15:14.482813
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,335,46,47,60,0,5e-05,0.0964,0:12:27.758543
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,336,46,47,60,1,5e-05,0.0296,0:15:57.932567
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,337,46,47,60,2,5e-05,0.0451,0:15:44.991430
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,338,46,47,60,3,5e-05,0.0396,0:14:52.288628
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,339,46,47,60,4,5e-05,0.0298,0:15:17.556377
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,340,46,47,60,5,5e-05,0.0384,0:15:16.843975
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,341,46,47,60,6,5e-05,0.0258,0:14:56.767998
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,342,47,48,60,0,5e-05,0.036,0:11:17.260450
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,343,47,48,60,1,5e-05,0.0484,0:13:59.190863
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,344,47,48,60,2,5e-05,0.0455,0:13:34.679823
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,345,47,48,60,3,5e-05,0.0505,0:12:54.077868
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,346,47,48,60,4,5e-05,0.0229,0:13:22.627076
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,347,47,48,60,5,5e-05,0.0697,0:13:03.800492
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,348,47,48,60,6,5e-05,0.1029,0:11:41.000050
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,349,48,49,60,0,5e-05,0.0458,0:10:44.241174
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,350,48,49,60,1,5e-05,0.0337,0:13:35.698321
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,351,48,49,60,2,5e-05,0.0612,0:12:51.537418
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,352,48,49,60,3,5e-05,0.0225,0:12:39.809113
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,353,48,49,60,4,5e-05,0.0265,0:13:03.261524
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,354,48,49,60,5,5e-05,0.0392,0:12:24.977703
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,355,48,49,60,6,5e-05,0.0431,0:10:44.931747
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,356,49,50,60,0,5e-05,0.0448,0:09:52.736500
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,357,49,50,60,1,5e-05,0.0507,0:12:36.161315
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,358,49,50,60,2,5e-05,0.0603,0:11:49.745065
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,359,49,50,60,3,5e-05,0.0246,0:12:04.243317
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,360,49,50,60,4,5e-05,0.0271,0:11:56.513356
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,361,49,50,60,5,5e-05,0.0205,0:11:55.286731
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,362,49,50,60,6,5e-05,0.0286,0:11:38.624221
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,363,50,51,60,0,2.5e-05,0.0407,0:08:11.508443
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,364,50,51,60,1,2.5e-05,0.0298,0:10:47.415524
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,365,50,51,60,2,2.5e-05,0.0297,0:11:14.319103
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,366,50,51,60,3,2.5e-05,0.0287,0:10:52.696509
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,367,50,51,60,4,2.5e-05,0.0317,0:10:48.290789
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,368,50,51,60,5,2.5e-05,0.0346,0:10:12.250748
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,369,50,51,60,6,2.5e-05,0.0651,0:09:28.185232
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,370,51,52,60,0,2.5e-05,0.0292,0:08:43.617750
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,371,51,52,60,1,2.5e-05,0.0618,0:09:06.758267
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,372,51,52,60,2,2.5e-05,0.0181,0:10:00.837654
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,373,51,52,60,3,2.5e-05,0.0468,0:09:24.447786
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,374,51,52,60,4,2.5e-05,0.0266,0:09:40.806906
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,375,51,52,60,5,2.5e-05,0.0345,0:09:35.512606
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,376,51,52,60,6,2.5e-05,0.0366,0:09:17.137849
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,377,52,53,60,0,2.5e-05,0.0238,0:07:05.668722
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,378,52,53,60,1,2.5e-05,0.0607,0:08:37.000865
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,379,52,53,60,2,2.5e-05,0.0312,0:08:10.504456
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,380,52,53,60,3,2.5e-05,0.0294,0:08:43.904689
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,381,52,53,60,4,2.5e-05,0.0502,0:08:29.133911
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,382,52,53,60,5,2.5e-05,0.0365,0:08:15.299807
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,383,52,53,60,6,2.5e-05,0.0213,0:08:00.688685
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,384,53,54,60,0,2.5e-05,0.0512,0:06:43.063511
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,385,53,54,60,1,2.5e-05,0.0342,0:07:54.342130
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,386,53,54,60,2,2.5e-05,0.0798,0:06:31.072736
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,387,53,54,60,3,2.5e-05,0.0502,0:07:04.888702
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,388,53,54,60,4,2.5e-05,0.024,0:06:56.333722
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,389,53,54,60,5,2.5e-05,0.0183,0:07:11.287407
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,390,53,54,60,6,2.5e-05,0.0254,0:06:14.283388
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,391,54,55,60,0,2.5e-05,0.024,0:05:31.487230
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,392,54,55,60,1,2.5e-05,0.0413,0:06:24.727010
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,393,54,55,60,2,2.5e-05,0.0538,0:05:56.969751
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,394,54,55,60,3,2.5e-05,0.0267,0:06:26.473034
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,395,54,55,60,4,2.5e-05,0.0488,0:05:18.407459
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,396,54,55,60,5,2.5e-05,0.0325,0:05:40.518617
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,397,54,55,60,6,2.5e-05,0.0673,0:05:16.486838
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,398,55,56,60,0,2.5e-05,0.0447,0:04:29.873779
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,399,55,56,60,1,2.5e-05,0.0442,0:05:20.849918
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,400,55,56,60,2,2.5e-05,0.0321,0:05:08.179342
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,401,55,56,60,3,2.5e-05,0.0436,0:04:40.477581
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,402,55,56,60,4,2.5e-05,0.0369,0:04:32.793438
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,403,55,56,60,5,2.5e-05,0.0549,0:04:38.347031
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,404,55,56,60,6,2.5e-05,0.0511,0:04:16.357287
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,405,56,57,60,0,2.5e-05,0.0242,0:03:45.796801
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,406,56,57,60,1,2.5e-05,0.03,0:04:27.147815
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,407,56,57,60,2,2.5e-05,0.0354,0:04:03.827324
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,408,56,57,60,3,2.5e-05,0.0364,0:04:06.556828
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,409,56,57,60,4,2.5e-05,0.057,0:03:44.327542
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,410,56,57,60,5,2.5e-05,0.0419,0:03:42.135618
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,411,56,57,60,6,2.5e-05,0.0509,0:03:23.414234
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,412,57,58,60,0,2.5e-05,0.0471,0:02:40.647478
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,413,57,58,60,1,2.5e-05,0.0244,0:03:16.154956
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,414,57,58,60,2,2.5e-05,0.073,0:02:57.629111
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,415,57,58,60,3,2.5e-05,0.0373,0:02:55.135885
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,416,57,58,60,4,2.5e-05,0.042,0:02:45.443303
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,417,57,58,60,5,2.5e-05,0.0229,0:02:33.169144
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,418,57,58,60,6,2.5e-05,0.0256,0:02:24.617893
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,419,58,59,60,0,2.5e-05,0.032,0:01:46.067122
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,420,58,59,60,1,2.5e-05,0.0552,0:02:00.418385
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,421,58,59,60,2,2.5e-05,0.0647,0:01:51.874700
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,422,58,59,60,3,2.5e-05,0.0693,0:01:43.228641
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,423,58,59,60,4,2.5e-05,0.0704,0:01:27.232926
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,424,58,59,60,5,2.5e-05,0.0732,0:01:15.724257
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,425,58,59,60,6,2.5e-05,0.0349,0:01:13.167040
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,426,59,60,60,0,2.5e-05,0.0266,0:00:53.809063
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,427,59,60,60,1,2.5e-05,0.0351,0:00:58.805645
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,428,59,60,60,2,2.5e-05,0.0239,0:00:47.593332
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,429,59,60,60,3,2.5e-05,0.0285,0:00:36.884644
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,430,59,60,60,4,2.5e-05,0.0374,0:00:25.860736
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,431,59,60,60,5,2.5e-05,0.0604,0:00:14.158903
Jittor,G:\科研\图像融合\培育期Jittor_SIBA\logs\jittor_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,432,59,60,60,6,2.5e-05,0.0305,0:00:04.459498
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,1,0,1,60,0,0.0001,0.344,5:00:34.318886
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,2,0,1,60,1,0.0001,0.1537,0:38:33.927321
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,3,0,1,60,2,0.0001,0.2047,0:32:21.442490
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,4,0,1,60,3,0.0001,0.1462,0:31:48.501391
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,5,0,1,60,4,0.0001,0.1581,0:31:36.232572
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,6,0,1,60,5,0.0001,0.1846,0:35:17.281318
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,7,0,1,60,6,0.0001,0.2511,0:38:47.074127
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,8,1,2,60,0,0.0001,0.1504,1:26:15.751981
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,9,1,2,60,1,0.0001,0.1943,0:32:00.057836
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,10,1,2,60,2,0.0001,0.1374,0:38:35.412087
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,11,1,2,60,3,0.0001,0.126,0:34:46.964358
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,12,1,2,60,4,0.0001,0.1227,0:38:26.101535
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,13,1,2,60,5,0.0001,0.1214,0:34:45.401318
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,14,1,2,60,6,0.0001,0.1561,0:33:57.538542
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,15,2,3,60,0,0.0001,0.1146,0:38:11.827761
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,16,2,3,60,1,0.0001,0.1735,0:34:30.761875
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,17,2,3,60,2,0.0001,0.1461,0:37:33.283879
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,18,2,3,60,3,0.0001,0.1998,0:37:52.324013
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,19,2,3,60,4,0.0001,0.2257,0:27:11.987023
PyTorch,G:\科研\图像融合\培育期Jittor_SIBA\logs\pytorch_msrs_roadscene_60e_20260727_siba_official_protocol\train.log,20,2,3,60,5,0.0001,0.1505,0:36:56.621307
