name,seconds,fps
01.png,0.14911300409585238,6.706323208116597
02.png,0.14480355102568865,6.905907989940085
03.png,0.1445489628240466,6.918071084448099
04.png,0.14565228391438723,6.8656664566124395
05.png,0.046962158754467964,21.293740034999143
06.png,0.10331363324075937,9.679264668484036
07.png,0.10266611911356449,9.740311688355986
08.png,0.1054450748488307,9.483610319719823
09.png,0.21573417354375124,4.635334233670672
10.png,0.11012605205178261,9.080503490035108
11.png,0.04490488022565842,22.26929445028572
12.png,0.08084742538630962,12.368977678902512
13.png,0.1392705738544464,7.180267678405015
14.png,0.11006991565227509,9.085134608071543
15.png,0.1072062086313963,9.327817975899775
16.png,0.1062281783670187,9.413698091903607
17.png,0.10616285540163517,9.419490425505243
18.png,0.10498793888837099,9.524903627865822
19.png,0.1050049215555191,9.523363145138596
20.png,0.10481565538793802,9.540559530910285
21.png,0.1456473059952259,6.8659011106788235
22.png,0.10490203741937876,9.532703316353969
23.png,0.10494873486459255,9.528461694085447
24.png,0.10488410573452711,9.53433309076503
25.png,0.10512017738074064,9.512921542912206
26.png,0.10487967543303967,9.534735837721476
27.png,0.10482054017484188,9.540114927207858
28.png,0.1049589803442359,9.527531581578648
29.png,0.10494260489940643,9.529018275833328
30.png,0.14514270331710577,6.889771081466037
31.png,0.10512025468051434,9.512914547622053
32.png,0.10488525964319706,9.534228197573622
33.png,0.20304190274327993,4.925091749481731
34.png,0.05362823139876127,18.646895001335032
35.png,0.05197231285274029,19.24101401516277
36.png,0.05188232287764549,19.274387585889478
37.png,0.050353060476481915,19.8597660308466
38.png,0.14786234684288502,6.763046991690021
39.png,0.14826874062418938,6.744509974187064
40.png,0.14826869498938322,6.744512050042695
41.png,0.07796417456120253,12.826403994247277
42.png,0.10426364652812481,9.59107064925312
43.png,0.10660215653479099,9.380673266901848
44.png,0.0523691326379776,19.09521791993189
45.png,0.11246352456510067,8.89177183328573
