name,seconds,fps
00004N.png,1.3622604357078671,0.7340740241643832
00008N.png,0.10948994942009449,9.13325839765592
00012N.png,0.10958220157772303,9.12556953229976
00016N.png,0.10957090277224779,9.126510548868826
00020N.png,0.10949971992522478,9.132443449927365
00024N.png,0.1096064830198884,9.123547918406864
00028N.png,0.10938682314008474,9.141868931684428
00032N.png,0.10940930247306824,9.139990635130465
00036N.png,0.1095046903938055,9.132028924092262
00040N.png,0.10947222355753183,9.134737264877623
00047N.png,0.10892961826175451,9.180239644253879
00051N.png,0.10892413184046745,9.180702045572609
00055D.png,0.1090996190905571,9.165934843181804
00081D.png,0.10911731608211994,9.164448282868468
00085D.png,0.1089246952906251,9.180654555258304
00091D.png,0.10907910577952862,9.167658580014455
00095D.png,0.10892773885279894,9.180398037559232
00099D.png,0.10907373670488596,9.168109851280128
00103D.png,0.10880060587078333,9.191125288287886
00107D.png,0.10897747706621885,9.17620802867699
00111D.png,0.10891997441649437,9.18105246863301
00115D.png,0.10901620704680681,9.1729480146988
00119D.png,0.10890475194901228,9.182335776020008
00123D.png,0.10891211219131947,9.181715236991815
00127D.png,0.10900437645614147,9.173943583837257
00131D.png,0.10893573425710201,9.17972423667586
00135D.png,0.10893767327070236,9.179560844071556
00139D.png,0.10903117153793573,9.1716890307105
00143D.png,0.10887680854648352,9.184692436801756
00147D.png,0.10879187751561403,9.191862690819708
00151D.png,0.10888966359198093,9.18360813150353
00158D.png,0.10896501876413822,9.177257172456091
00162D.png,0.1089575570076704,9.177885659914365
00169D.png,0.10887650586664677,9.184717970512498
00174D.png,0.11066220235079527,9.036509112931219
00178D.png,0.10892375092953444,9.180734150873354
00182D.png,0.10888819023966789,9.183732393742188
00186D.png,0.10903716180473566,9.171185157871271
00191D.png,0.10894965380430222,9.178551423359474
00196D.png,0.10912039037793875,9.164190088914616
00200D.png,0.10881377477198839,9.190012956497737
00204D.png,0.10885003674775362,9.186951423060842
00209D.png,0.10881089139729738,9.190256482218633
00213D.png,0.10918484441936016,9.158780280522931
00218D.png,0.10885710828006268,9.186354623964885
00225D.png,0.10884362645447254,9.187492484167487
00229D.png,0.10894367564469576,9.179055085871687
00233D.png,0.10885190684348345,9.18679358954993
00237D.png,0.10694442596286535,9.350650966579906
00241D.png,0.10698318388313055,9.347263408167114
00245D.png,0.10677811037749052,9.365215365440726
00258D.png,0.10698970966041088,9.346693277082771
00262D.png,0.10689516179263592,9.354960348344697
00266D.png,0.10706305969506502,9.340289758654208
00270D.png,0.10705591365695,9.340913227870814
00275D.png,0.10708688385784626,9.338211776966652
00279D.png,0.10701790452003479,9.344230804040741
00283D.png,0.10735895577818155,9.31454663238471
00287D.png,0.10783833544701338,9.273140167221445
00291D.png,0.1072259172797203,9.326103477308564
00298D.png,0.10728343389928341,9.321103581926636
00303D.png,0.1075584003701806,9.297274750817502
00307D.png,0.10752289742231369,9.300344614713433
00311D.png,0.10758705716580153,9.294798336745174
00315D.png,0.11088933236896992,9.018000006282202
00319D.png,0.10761360544711351,9.292505309576752
00323D.png,0.10777632519602776,9.27847556669947
00327D.png,0.1076818285509944,9.286617932258038
00332D.png,0.10757504682987928,9.295836064858184
00337D.png,0.10770389530807734,9.284715256951381
00341D.png,0.1078357407823205,9.27336329073513
00345D.png,0.10782216861844063,9.274530579502477
00349D.png,0.10780004505068064,9.276433971153393
00353D.png,0.10789403691887856,9.268352807596422
00357D.png,0.10853338986635208,9.213754414483866
00361D.png,0.10839246027171612,9.225733943977463
00367D.png,0.10847074631601572,9.219075501579267
00371D.png,0.1082360865548253,9.239062791626946
00375D.png,0.10843905247747898,9.221769991098766
00379D.png,0.1084468625485897,9.221105862347555
00383D.png,0.1088725533336401,9.185051414524086
00388D.png,0.10858680121600628,9.209222380634918
00392D.png,0.10868650022894144,9.200774685849312
00396D.png,0.10855023562908173,9.212324544527196
00400D.png,0.10858072061091661,9.209738104275031
00404D.png,0.10865004360675812,9.20386192958508
00408D.png,0.1085900254547596,9.208948941784865
00412D.png,0.108725531026721,9.19747174887777
00416D.png,0.10874189250171185,9.196087882912813
00420D.png,0.10860463976860046,9.207709745464465
00427D.png,0.10875625908374786,9.194873089832457
00431D.png,0.10867139883339405,9.202053260887133
00435D.png,0.108739766292274,9.196267695777182
00440D.png,0.10854188445955515,9.213033337122683
00444D.png,0.10869823209941387,9.199781640288446
00448D.png,0.10889285244047642,9.183339196175664
00453D.png,0.1088540218770504,9.18661509015708
00457D.png,0.10876309219747782,9.19429541580457
00462D.png,0.10888756718486547,9.183784943071005
00466D.png,0.10905117727816105,9.170006458978992
00481D.png,0.10875849984586239,9.194683646954
00486D.png,0.10957754403352737,9.125957410525926
00491D.png,0.10886628367006779,9.185580386215983
00496D.png,0.10888196993619204,9.184257049959959
00500D.png,0.1089690113440156,9.176920921517734
00504D.png,0.10895569901913404,9.17804216761885
00508D.png,0.1089440155774355,9.1790264449103
00512D.png,0.10887495055794716,9.18484917674212
00516D.png,0.10888201463967562,9.184253279196849
00521D.png,0.10886367410421371,9.18580057331809
00526D.png,0.10895596910268068,9.178019416793903
00533D.png,0.10889936704188585,9.182789828478718
00537D.png,0.10894977394491434,9.178541302027906
00546D.png,0.10919302143156528,9.15809441747824
00551D.png,0.10898320190608501,9.175726006488029
00555D.png,0.10893857479095459,9.179484878693605
00559D.png,0.10901922453194857,9.172694121548677
00563D.png,0.10903226118534803,9.17159737061733
00567D.png,0.10895295906811953,9.178272977191748
00571D.png,0.1090582087635994,9.16941522639213
00581D.png,0.10905633587390184,9.169572698245302
00587D.png,0.10899114981293678,9.17505688963109
00591D.png,0.1090179430320859,9.172801946058389
00596D.png,0.10906033776700497,9.16923622716433
00600D.png,0.10899095050990582,9.17507366732354
00606D.png,0.10903213545680046,9.171607946688425
00613D.png,0.10897612292319536,9.176322052719604
00621D.png,0.10908162873238325,9.16744654091444
00626D.png,0.10913245379924774,9.163177086071284
00630D.png,0.10911358892917633,9.164761326374133
00634D.png,0.10910785663872957,9.16524282308222
00638D.png,0.10913768410682678,9.162737950543042
00642D.png,0.10912374965846539,9.163907977225781
00646D.png,0.10911737568676472,9.164443276849207
00650D.png,0.10920848790556192,9.156797417291871
00655D.png,0.1092041414231062,9.157161871046155
