MEF_SSIM_official,MEF_SSIM_fast,MEF_SSIM_abs_error,MEF_SSIM_official_seconds,MEF_SSIM_fast_seconds,MS_SSIM_official,MS_SSIM_fast,MS_SSIM_abs_error,MS_SSIM_official_seconds,MS_SSIM_fast_seconds,FMI_official,FMI_fast,FMI_abs_error,FMI_official_seconds,FMI_fast_seconds
0.936171870997581,0.936171870997583,1.66533453693773e-15,11.8526183,0.5708397,0.905747700590964,0.905747700590963,2.22044604925031e-16,15.6978542,0.7646495,0.916788184185969,0.916788184185969,0,6.6657167,1.9574049
