experiment,dataset,VIF,SCD,MI,Qabf,SSIM,MS_SSIM,FMI
FinalRetrain,MSRS,1.0432091583337586,1.7170210015998917,4.6004456739933985,0.7019846361157495,0.9801097602161122,0.9727466336530417,0.9322520910368401
FinalRetrain,M3FD_2x,0.7429438587280248,1.7229902900219807,3.6561162937346725,0.6427607416056224,0.9651186052579299,0.9297905805935753,0.8806672621000617
FinalRetrain,TNO,0.8173488446833466,1.7349761282764522,3.3625290470562965,0.5698759524134297,0.9330723263538313,0.9061553079196034,0.9119690713432579
