image_names,VIF,SCD,MI,Qabf,SSIM,MS_SSIM,FMI
00000.png,0.802647285304368,1.71266341488001,2.97391341790657,0.712969122526977,0.968292557444351,0.925286586685445,0.891503819168655
00011.png,0.797604375944007,1.72042858392235,2.91258830983378,0.710471950421673,0.968038332640064,0.924855501309759,0.889370972148234
00025.png,0.869350013447357,1.70625428071846,3.13227291045128,0.693587736170228,0.974451093356456,0.930311335648673,0.905646931498203
00031.png,0.853858634973205,1.72906401071127,3.23547819129427,0.696520702800174,0.975883525889649,0.933330659484036,0.904393339498575
00033.png,0.778924446163485,1.71353049060933,2.8633707043379,0.701701320443056,0.966602639478015,0.924377936628336,0.889704030267139
00042.png,0.848329465305989,1.65329350334379,3.34111128804574,0.705835053443937,0.977000035761042,0.933542374264853,0.900129519467879
00061.png,0.906790384276446,1.72015607664261,3.24829639116306,0.71867075932188,0.981487286793078,0.956292295414131,0.917024710942887
00071.png,0.947378560664881,1.70367393893517,3.60894400158472,0.737735559529098,0.984214818950108,0.956485472178922,0.920464048628214
00082.png,0.774101474812772,1.6427431628462,2.41181012230746,0.682750540196862,0.966943909024709,0.903822810947399,0.890113769592024
00097.png,0.903390409322522,1.59963918593302,3.30209742105626,0.690586689307836,0.979381327240232,0.937627755012254,0.909961503544548
00107.png,0.806901105048581,1.63781713583007,2.67280558200108,0.711243580312412,0.970068926270695,0.917486967040593,0.888402239707852
00112.png,0.793973764754871,1.48919218967847,2.94467456591492,0.700131821731717,0.968915566932033,0.920665565011197,0.891217778895358
00118.png,0.755783211252411,1.56496665493251,2.68675631807949,0.681560880612682,0.960581501482173,0.902083858200225,0.897225169313735
00147.png,0.876277040841335,1.57189854965891,3.25164693271993,0.720774994672162,0.978163900599592,0.944411168141799,0.887834115349194
00149.png,0.917540583071055,1.61362621794389,3.68242674739727,0.727222031800998,0.975221774424064,0.958074426626977,0.891086024672665
00150.png,0.90779455359608,1.5637976415758,3.58456823984905,0.73257229998502,0.977620144113174,0.959492957920591,0.887316618180289
00159.png,0.822160266026746,1.5684093798276,3.13822204042506,0.681892666680348,0.970643226001857,0.9442488009912,0.89517030072671
