name,width,height,seconds,fps
01.png,,,0.1590796923264861,6.286157493614313
02.png,,,0.14316344540566206,6.985023286960167
03.png,,,0.14330458734184504,6.978143676688843
04.png,,,0.1430227430537343,6.991894985710737
05.png,,,0.14696070458739996,6.804540049039323
06.png,,,0.3339695893228054,2.9942846054567824
07.png,,,0.3236698638647795,3.089567833283895
08.png,,,0.34263606555759907,2.9185485724411997
09.png,,,0.677985979244113,1.4749567551749383
10.png,,,0.33886551950126886,2.9510231712915704
11.png,,,0.04449971951544285,22.472051754235608
12.png,,,0.21002186741679907,4.76140895374218
13.png,,,0.14013507030904293,7.13597244283446
14.png,,,0.11121890414506197,8.991277226537925
15.png,,,0.10757069289684296,9.29621231462151
16.png,,,0.10623905342072248,9.41273446817952
17.png,,,0.1062218863517046,9.414255708931424
18.png,,,0.10519027430564165,9.506582301462515
19.png,,,0.1053157914429903,9.495252196260818
20.png,,,0.1053910069167614,9.48847562287556
21.png,,,0.14429103769361973,6.930437371469663
22.png,,,0.10524510685354471,9.501629385882651
23.png,,,0.10529332421720028,9.497278269391405
24.png,,,0.10526796150952578,9.49956649354808
25.png,,,0.10542326886206865,9.485571931072995
26.png,,,0.1051467964425683,9.510513242752051
27.png,,,0.10521101485937834,9.50470824120999
28.png,,,0.10526796523481607,9.499566157371325
29.png,,,0.1051197936758399,9.512956266673438
30.png,,,0.14418745785951614,6.935415984477054
31.png,,,0.10501945577561855,9.52204515453375
32.png,,,0.10522827599197626,9.503149135278532
33.png,,,0.20177285466343164,4.956068058154084
34.png,,,0.0523510966449976,19.101796601916167
35.png,,,0.0508880028501153,19.650997170106752
36.png,,,0.050875830464065075,19.655698803901117
37.png,,,0.04928389564156532,20.290603796275686
38.png,,,0.1441435171291232,6.93753017767843
39.png,,,0.14408092573285103,6.940543968006974
40.png,,,0.14394128881394863,6.947276964377819
41.png,,,0.07657284196466208,13.05946043456888
42.png,,,0.10184779111295938,9.818573275594165
43.png,,,0.1044125696644187,9.577390952200423
44.png,,,0.05111561994999647,19.563491570252765
45.png,,,0.11136364936828613,8.979590788129986
