name,height,width,max_abs_uint8,mean_abs_uint8,differing_values,value_count,psnr_db
00004N.png,480,640,26,0.5921039496527778,376549,921600,47.733904711559205
00008N.png,480,640,26,0.49532335069444444,355784,921600,48.92953183116174
00012N.png,480,640,27,0.5997081163194444,471212,921600,48.32079896175962
00016N.png,480,640,43,0.7884657118055556,539826,921600,46.1115659740931
00020N.png,480,640,30,1.326564670138889,784864,921600,44.3985896749632
00024N.png,480,640,39,0.8337955729166666,495400,921600,45.784948682977756
00028N.png,480,640,27,0.95115234375,637671,921600,46.015651546300035
00032N.png,480,640,21,1.0646733940972222,674292,921600,45.53174456137707
00036N.png,480,640,35,1.6689984809027778,814290,921600,42.61184634835064
00040N.png,480,640,38,1.543142361111111,774521,921600,43.15125701414636
00047N.png,480,640,18,0.5772374131944444,465392,921600,49.1748134564866
00051N.png,480,640,28,1.53927734375,786845,921600,42.94981024141122
00055D.png,480,640,59,1.26650390625,851852,921600,43.66678317001994
00081D.png,480,640,58,1.209597439236111,797849,921600,43.160983393140704
00085D.png,480,640,66,1.0054817708333332,701108,921600,42.901447878012476
00091D.png,480,640,47,1.0393815104166666,680576,921600,42.27445858250637
00095D.png,480,640,60,1.9093446180555556,889897,921600,39.381857597988926
00099D.png,480,640,60,1.8937847222222222,873984,921600,38.56035912531942
00103D.png,480,640,115,2.2043695746527776,849783,921600,37.17024508079034
00107D.png,480,640,54,1.291396484375,698438,921600,41.847964468003994
00111D.png,480,640,102,1.9951280381944445,751732,921600,37.95060533203645
00115D.png,480,640,85,1.4441731770833333,717405,921600,40.5575617735188
00119D.png,480,640,48,1.3857877604166666,745141,921600,40.98560145617068
00123D.png,480,640,88,0.904150390625,649732,921600,44.16927004657196
00127D.png,480,640,32,0.7899826388888889,630611,921600,46.6058100547948
00131D.png,480,640,64,1.0849858940972221,520204,921600,40.523148097834785
00135D.png,480,640,39,0.9208051215277778,710666,921600,46.31678474631234
00139D.png,480,640,79,0.9678819444444444,674025,921600,43.21755455688751
00143D.png,480,640,60,0.8701041666666667,445040,921600,42.44239495003832
00147D.png,480,640,33,0.9346462673611111,750686,921600,46.29232436081502
00151D.png,480,640,29,0.83763671875,665153,921600,46.16455545090957
00158D.png,480,640,13,0.5514463975694445,304375,921600,46.28636940679533
00162D.png,480,640,28,1.0717230902777777,752030,921600,44.7309137057068
00169D.png,480,640,26,0.6450629340277778,342199,921600,45.36366304808949
00174D.png,480,640,26,0.7012641059027778,415530,921600,44.68265882614911
00178D.png,480,640,58,0.7196516927083333,370532,921600,43.97261960372855
00182D.png,480,640,49,0.7483930121527778,532043,921600,45.01978218804615
00186D.png,480,640,46,1.1583778211805555,610599,921600,41.17298467884527
00191D.png,480,640,86,1.1891905381944445,476631,921600,40.030337524239826
00196D.png,480,640,50,2.9683506944444447,750006,921600,35.96944596049164
00200D.png,480,640,32,1.3202202690972222,709239,921600,43.33580374350842
00204D.png,480,640,44,0.8285036892361111,519520,921600,44.68588519897214
00209D.png,480,640,41,0.805537109375,516303,921600,44.69954602946341
00213D.png,480,640,42,0.7210785590277777,546348,921600,46.69875072398486
00218D.png,480,640,36,0.712958984375,469963,921600,45.22379034483612
00225D.png,480,640,45,0.5921636284722223,385456,921600,45.87065914431524
00229D.png,480,640,33,0.38417643229166665,295194,921600,49.88516854986362
00233D.png,480,640,44,0.7057779947916667,403955,921600,44.74736936269174
00237D.png,480,640,48,1.1691059027777777,795112,921600,43.004740677811625
00241D.png,480,640,64,1.1350010850694445,847970,921600,43.51914369332551
00245D.png,480,640,37,1.0060514322916667,755542,921600,44.390131619820494
00258D.png,480,640,61,1.063595920138889,737378,921600,43.81894307872973
00262D.png,480,640,62,1.1013357204861112,780601,921600,44.824770319960194
00266D.png,480,640,44,0.7707085503472222,417393,921600,44.898768425149946
00270D.png,480,640,48,1.1961284722222223,871554,921600,43.437519093494885
00275D.png,480,640,58,1.3652994791666666,829531,921600,41.01632520672112
00279D.png,480,640,79,1.20109375,743475,921600,42.48930270174241
00283D.png,480,640,40,1.2176529947916668,722292,921600,42.54268572474415
00287D.png,480,640,67,1.0990342881944444,544205,921600,41.511440823378905
00291D.png,480,640,48,1.0294856770833334,603373,921600,43.28828111610147
00298D.png,480,640,44,0.9765451388888889,579555,921600,43.87182673786953
00303D.png,480,640,45,0.8208311631944445,448814,921600,43.85833388965879
00307D.png,480,640,37,1.3920811631944445,761191,921600,41.80808088883587
00311D.png,480,640,58,1.2167578125,810170,921600,42.762792428836946
00315D.png,480,640,38,1.1713324652777777,719302,921600,42.52676038919425
00319D.png,480,640,59,1.0736143663194444,587351,921600,42.54962804006319
00323D.png,480,640,51,0.9950933159722222,658552,921600,43.32809479082179
00327D.png,480,640,59,1.006896701388889,730601,921600,43.989055916730884
00332D.png,480,640,82,1.3720833333333333,741125,921600,41.04873461793982
00337D.png,480,640,37,1.5645421006944444,669035,921600,39.98782753007574
00341D.png,480,640,62,1.1149533420138888,567896,921600,41.859796575173746
00345D.png,480,640,61,1.1622406684027777,641267,921600,42.308538217860075
00349D.png,480,640,52,0.7406618923611111,399566,921600,44.72545020166316
00353D.png,480,640,33,0.622763671875,332832,921600,45.122330089772035
00357D.png,480,640,51,2.8834852430555555,772754,921600,35.96437808509538
00361D.png,480,640,54,0.8403634982638889,549389,921600,43.71935893505917
00367D.png,480,640,64,0.8632573784722222,638695,921600,44.55723787339756
00371D.png,480,640,46,0.939462890625,657196,921600,43.46079752273767
00375D.png,480,640,43,1.2204405381944445,821826,921600,42.58290815540409
00379D.png,480,640,61,0.8101920572916667,599090,921600,45.37840760680963
00383D.png,480,640,43,0.9122265625,685130,921600,44.95568817334625
00388D.png,480,640,41,0.8635394965277777,688863,921600,45.24916364756726
00392D.png,480,640,45,1.017802734375,710993,921600,43.6706709806879
00396D.png,480,640,41,1.0397005208333334,765028,921600,44.13408516839824
00400D.png,480,640,46,0.5231412760416667,331076,921600,46.49516094608478
00404D.png,480,640,39,0.6349207899305556,401560,921600,45.31268296269672
00408D.png,480,640,55,0.8453352864583333,576594,921600,44.32569788792571
00412D.png,480,640,60,0.9027918836805555,718050,921600,45.58063709536824
00416D.png,480,640,56,2.0775379774305556,682784,921600,38.146022539109815
00420D.png,480,640,43,0.9900770399305555,737876,921600,44.67911556213352
00427D.png,480,640,43,3.853474392361111,821169,921600,33.73505260469939
00431D.png,480,640,36,0.9166786024305555,675244,921600,45.10838380145004
00435D.png,480,640,49,1.0414898003472222,742326,921600,44.529233610606234
00440D.png,480,640,79,1.263203125,788645,921600,42.85027808522198
00444D.png,480,640,44,1.3847352430555555,604230,921600,40.4972013360668
00448D.png,480,640,57,0.632763671875,468304,921600,47.15546121376552
00453D.png,480,640,40,1.8024924045138888,815506,921600,38.71915055253976
00457D.png,480,640,42,1.8721180555555557,834258,921600,38.83162318897496
00462D.png,480,640,42,1.9115104166666668,864964,921600,39.117811193835365
00466D.png,480,640,26,1.6443120659722221,848752,921600,40.28099383291106
00481D.png,480,640,45,1.5620952690972223,765472,921600,40.71884719162117
00486D.png,480,640,42,1.299873046875,778267,921600,42.411609751388866
00491D.png,480,640,47,1.3234331597222222,745221,921600,41.45835614068946
00496D.png,480,640,40,1.3287565104166668,753966,921600,41.88594593984344
00500D.png,480,640,94,1.5376866319444444,786253,921600,40.42202950948827
00504D.png,480,640,64,2.946365017361111,759438,921600,35.493736249190135
00508D.png,480,640,54,1.4504014756944446,762405,921600,41.35435195855142
00512D.png,480,640,64,1.6115776909722221,749421,921600,40.186193943150656
