name,width,height,seconds,fps
01.png,,,0.045026893727481365,22.208949301551925
02.png,,,0.008769421838223934,114.03260311201193
03.png,,,0.008116252720355988,123.20956905296302
04.png,,,0.010063438676297665,99.36961233293863
05.png,,,0.009500483982264996,105.2577954835509
06.png,,,0.009852595627307892,101.49609684866753
07.png,,,0.011149422265589237,89.69074595787147
08.png,,,0.012913958169519901,77.43559231593645
09.png,,,0.011626371182501316,86.0113602346608
10.png,,,0.009869078174233437,101.32658616595397
11.png,,,0.007591928355395794,131.71884048263868
12.png,,,0.010362319648265839,96.50348898157688
13.png,,,0.009831195697188377,101.71702718581727
14.png,,,0.007779792882502079,128.5381262847177
15.png,,,0.00961278099566698,104.02816837819941
16.png,,,0.010218171402812004,97.86486843671497
17.png,,,0.009707141667604446,103.01693683293927
18.png,,,0.007549155503511429,132.4651478612221
19.png,,,0.007713992148637772,129.63456284779755
20.png,,,0.007757144048810005,128.91342402664372
21.png,,,0.0080764414742589,123.81690663978479
22.png,,,0.008168638683855534,122.41941879206829
23.png,,,0.008065197616815567,123.98952232925402
24.png,,,0.007512550801038742,133.11058074465632
25.png,,,0.007480144500732422,133.6872569643654
26.png,,,0.007349451072514057,136.06458361766138
27.png,,,0.007472245953977108,133.8285712433956
28.png,,,0.007493047975003719,133.457039556657
29.png,,,0.0073576029390096664,135.91383067140615
30.png,,,0.007786644622683525,128.42502110432366
31.png,,,0.007744122296571732,129.13019212554184
32.png,,,0.0075388383120298386,132.64643153366015
33.png,,,0.010459261946380138,95.6090405925909
34.png,,,0.01027236320078373,97.34858283863105
35.png,,,0.006444224156439304,155.17771817430705
36.png,,,0.006428610533475876,155.5546093191792
37.png,,,0.00862558651715517,115.93414523303777
38.png,,,0.007680307142436504,130.20312618419052
39.png,,,0.008073871023952961,123.85632579877412
40.png,,,0.007672973908483982,130.3275642439372
41.png,,,0.009580479934811592,104.37890448122585
42.png,,,0.009215734899044037,108.51006576846429
43.png,,,0.00932069681584835,107.28811587344632
44.png,,,0.006605558097362518,151.38766252003478
45.png,,,0.007623097859323025,131.180265353278
