framework,epoch,loss_total,loss_joint_grad,loss_intensity,loss_sobel
Jittor,29,0.044796195667457545,0.0013076942604444224,0.01803983295063642,0.02991526983562288
Jittor,30,0.04470693818482097,0.0013201874227486434,0.01701455862650131,0.029803608059651012
Jittor,31,0.0444379072793037,0.0013062298550659275,0.016745900055625682,0.029701018750934494
Jittor,32,0.04445282606889619,0.0013136311637845493,0.01681517366018158,0.02963499707602127
Jittor,33,0.04418756272005515,0.0012919961564051353,0.01680790924472949,0.029586810224059956
Jittor,34,0.04428331793004479,0.0013017019779549047,0.016952396895608797,0.029571058449111995
Jittor,35,0.044843509387097254,0.0013087923974712666,0.0169552842197168,0.030060057159849787
Jittor,36,0.04280236904216333,0.0012563702463958633,0.01707059065260086,0.028531607498655624
Jittor,37,0.04407368936340943,0.0012892694484494696,0.0174642115225,0.029434573784400928
Jittor,38,0.04273220711036635,0.0012719538684780609,0.016486647089862052,0.02836400378681139
Jittor,39,0.041600911297786085,0.0012353487708823424,0.016620980842601843,0.02758532541157022
Jittor,40,0.042556348308990494,0.0012588265126736433,0.01712631526318991,0.028255451701268135
Jittor,41,0.04163826469366796,0.0012394834715637997,0.016260110992195542,0.027617418903544126
Jittor,42,0.04191703319758455,0.001241265971473247,0.016658493421748397,0.02783852416406911
Jittor,43,0.04219331362247003,0.0012598175027246682,0.01666032596102501,0.027929106042531793
Jittor,44,0.04194808575524905,0.0012415108376841214,0.016389319805190476,0.027894045481591766
Jittor,45,0.04178530133889286,0.0012462483022675336,0.01621178448246647,0.027701639831414288
Jittor,46,0.04059225742087186,0.0012072936297725086,0.015974293589139373,0.02692189150869939
Jittor,47,0.04135897383093834,0.0012118629487434466,0.016996423087178546,0.027540702094263004
Jittor,48,0.04154971440981296,0.001231155914401003,0.016073382883173098,0.027630816936214393
Jittor,49,0.0416020516224925,0.00122522523538195,0.016430354675690054,0.02770676372160793
Jittor,50,0.039028046002779794,0.0011832060918322187,0.014883666582887185,0.02570761847701446
Jittor,51,0.0400602202311251,0.0012071638683950952,0.015182720691638759,0.026470309425133783
Jittor,52,0.03941948752200399,0.0011987053639417938,0.014596331865502075,0.025972800776130314
Jittor,53,0.03899714128749671,0.0011814300522478035,0.0148599359085,0.025696847143922452
Jittor,54,0.03936179564261919,0.0011871168732634425,0.015056350824750982,0.02598499177992808
Jittor,55,0.03868013859445061,0.0011697829373882986,0.014738565086346479,0.025508452739241617
Jittor,56,0.039020499086872065,0.0011818566436827113,0.014983150454504978,0.02570361764724381
Jittor,57,0.03834621334373023,0.001168982693751421,0.014691368285406996,0.02518724958554514
Jittor,58,0.0382577328684499,0.0011679194069748912,0.014839651624489332,0.02509457357169776
Jittor,59,0.03922824761786751,0.0011773152963034926,0.015489724524916842,0.02590612206619662
