timestamp,gpu_name,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_draw_w
2026/08/01 16:48:40.788, NVIDIA GeForce RTX 3090, 4289, 24576, 37, 258.93
2026/08/01 16:48:41.838, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 256.90
2026/08/01 16:48:42.928, NVIDIA GeForce RTX 3090, 4289, 24576, 54, 266.71
2026/08/01 16:48:44.028, NVIDIA GeForce RTX 3090, 4289, 24576, 48, 264.02
2026/08/01 16:48:45.074, NVIDIA GeForce RTX 3090, 4289, 24576, 37, 258.14
2026/08/01 16:48:46.129, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 261.19
2026/08/01 16:48:47.182, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 262.26
2026/08/01 16:48:48.234, NVIDIA GeForce RTX 3090, 4289, 24576, 36, 255.92
2026/08/01 16:48:49.285, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 256.40
2026/08/01 16:48:50.334, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 263.97
2026/08/01 16:48:51.386, NVIDIA GeForce RTX 3090, 4289, 24576, 42, 254.58
2026/08/01 16:48:52.484, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 264.43
2026/08/01 16:48:53.572, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 264.57
2026/08/01 16:48:54.620, NVIDIA GeForce RTX 3090, 4289, 24576, 54, 254.96
2026/08/01 16:48:55.705, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 262.89
2026/08/01 16:48:56.772, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 259.23
2026/08/01 16:48:57.840, NVIDIA GeForce RTX 3090, 4289, 24576, 54, 259.02
2026/08/01 16:48:58.889, NVIDIA GeForce RTX 3090, 4289, 24576, 59, 265.11
2026/08/01 16:48:59.963, NVIDIA GeForce RTX 3090, 4289, 24576, 73, 263.99
2026/08/01 16:49:01.036, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 256.74
2026/08/01 16:49:02.107, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 265.31
2026/08/01 16:49:03.157, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 265.10
2026/08/01 16:49:04.227, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.30
2026/08/01 16:49:05.292, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 262.33
2026/08/01 16:49:06.360, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 257.42
2026/08/01 16:49:07.409, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 259.45
2026/08/01 16:49:08.457, NVIDIA GeForce RTX 3090, 4289, 24576, 39, 257.28
2026/08/01 16:49:09.508, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 258.60
2026/08/01 16:49:10.554, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.39
2026/08/01 16:49:11.624, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 258.24
2026/08/01 16:49:12.692, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 265.79
2026/08/01 16:49:13.736, NVIDIA GeForce RTX 3090, 4289, 24576, 57, 268.71
2026/08/01 16:49:14.831, NVIDIA GeForce RTX 3090, 4289, 24576, 54, 253.57
2026/08/01 16:49:15.881, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 263.56
2026/08/01 16:49:16.963, NVIDIA GeForce RTX 3090, 4289, 24576, 55, 262.16
2026/08/01 16:49:18.018, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 258.45
2026/08/01 16:49:19.065, NVIDIA GeForce RTX 3090, 4289, 24576, 54, 262.92
2026/08/01 16:49:20.159, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 263.13
2026/08/01 16:49:21.223, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.82
2026/08/01 16:49:22.291, NVIDIA GeForce RTX 3090, 4289, 24576, 55, 265.40
2026/08/01 16:49:23.359, NVIDIA GeForce RTX 3090, 4289, 24576, 54, 261.26
2026/08/01 16:49:24.436, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 259.38
2026/08/01 16:49:25.509, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 265.65
2026/08/01 16:49:26.580, NVIDIA GeForce RTX 3090, 4289, 24576, 44, 262.30
2026/08/01 16:49:27.672, NVIDIA GeForce RTX 3090, 4289, 24576, 38, 259.07
2026/08/01 16:49:28.763, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 262.91
2026/08/01 16:49:29.813, NVIDIA GeForce RTX 3090, 4289, 24576, 55, 266.76
2026/08/01 16:49:30.899, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 265.96
2026/08/01 16:49:31.971, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 257.37
2026/08/01 16:49:33.017, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 261.06
2026/08/01 16:49:34.065, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 259.01
2026/08/01 16:49:35.130, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 262.62
2026/08/01 16:49:36.200, NVIDIA GeForce RTX 3090, 4289, 24576, 57, 265.04
2026/08/01 16:49:37.252, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 264.93
2026/08/01 16:49:38.307, NVIDIA GeForce RTX 3090, 4289, 24576, 40, 256.08
2026/08/01 16:49:39.358, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 257.18
2026/08/01 16:49:40.410, NVIDIA GeForce RTX 3090, 4289, 24576, 37, 257.74
2026/08/01 16:49:41.465, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 254.66
2026/08/01 16:49:42.564, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 273.69
2026/08/01 16:49:43.628, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 254.80
2026/08/01 16:49:44.699, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 266.61
2026/08/01 16:49:45.763, NVIDIA GeForce RTX 3090, 4289, 24576, 35, 255.35
2026/08/01 16:49:46.809, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.50
2026/08/01 16:49:47.900, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 262.73
2026/08/01 16:49:48.967, NVIDIA GeForce RTX 3090, 4289, 24576, 38, 254.09
2026/08/01 16:49:50.032, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 261.68
2026/08/01 16:49:51.105, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 265.37
2026/08/01 16:49:52.162, NVIDIA GeForce RTX 3090, 4289, 24576, 42, 253.74
2026/08/01 16:49:53.250, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 266.97
2026/08/01 16:49:54.343, NVIDIA GeForce RTX 3090, 4289, 24576, 45, 270.98
2026/08/01 16:49:55.388, NVIDIA GeForce RTX 3090, 4289, 24576, 37, 256.26
2026/08/01 16:49:56.459, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 263.61
2026/08/01 16:49:57.508, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 256.77
2026/08/01 16:49:58.571, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 260.29
2026/08/01 16:49:59.618, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 266.29
2026/08/01 16:50:00.669, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 257.07
2026/08/01 16:50:01.735, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 263.31
2026/08/01 16:50:02.784, NVIDIA GeForce RTX 3090, 4289, 24576, 47, 266.13
2026/08/01 16:50:03.830, NVIDIA GeForce RTX 3090, 4289, 24576, 36, 256.83
2026/08/01 16:50:04.930, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 263.40
2026/08/01 16:50:06.019, NVIDIA GeForce RTX 3090, 4289, 24576, 38, 262.43
2026/08/01 16:50:07.096, NVIDIA GeForce RTX 3090, 4289, 24576, 48, 257.77
2026/08/01 16:50:08.150, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 262.15
2026/08/01 16:50:09.239, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 256.27
2026/08/01 16:50:10.308, NVIDIA GeForce RTX 3090, 4289, 24576, 44, 264.39
2026/08/01 16:50:11.376, NVIDIA GeForce RTX 3090, 4289, 24576, 60, 260.88
2026/08/01 16:50:12.451, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 263.11
2026/08/01 16:50:13.516, NVIDIA GeForce RTX 3090, 4289, 24576, 40, 257.86
2026/08/01 16:50:14.584, NVIDIA GeForce RTX 3090, 4289, 24576, 65, 262.80
2026/08/01 16:50:15.634, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 265.86
2026/08/01 16:50:16.686, NVIDIA GeForce RTX 3090, 4289, 24576, 60, 264.47
2026/08/01 16:50:17.780, NVIDIA GeForce RTX 3090, 4289, 24576, 48, 258.33
2026/08/01 16:50:18.838, NVIDIA GeForce RTX 3090, 4289, 24576, 64, 260.33
2026/08/01 16:50:19.911, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 257.85
2026/08/01 16:50:20.962, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 266.14
2026/08/01 16:50:22.040, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 261.21
2026/08/01 16:50:23.128, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 263.19
2026/08/01 16:50:24.180, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 254.04
2026/08/01 16:50:25.229, NVIDIA GeForce RTX 3090, 4289, 24576, 42, 260.32
2026/08/01 16:50:26.300, NVIDIA GeForce RTX 3090, 4289, 24576, 44, 256.52
2026/08/01 16:50:27.346, NVIDIA GeForce RTX 3090, 4289, 24576, 40, 260.37
2026/08/01 16:50:28.410, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 260.89
2026/08/01 16:50:29.462, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 261.65
2026/08/01 16:50:30.514, NVIDIA GeForce RTX 3090, 4289, 24576, 45, 256.69
2026/08/01 16:50:31.600, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 257.49
2026/08/01 16:50:32.688, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 260.09
2026/08/01 16:50:33.738, NVIDIA GeForce RTX 3090, 4289, 24576, 63, 260.50
2026/08/01 16:50:34.824, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 260.27
2026/08/01 16:50:35.874, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 266.62
2026/08/01 16:50:36.922, NVIDIA GeForce RTX 3090, 4289, 24576, 63, 262.88
2026/08/01 16:50:37.988, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 254.41
2026/08/01 16:50:39.084, NVIDIA GeForce RTX 3090, 4289, 24576, 59, 265.42
2026/08/01 16:50:40.138, NVIDIA GeForce RTX 3090, 4289, 24576, 57, 263.87
2026/08/01 16:50:41.194, NVIDIA GeForce RTX 3090, 4289, 24576, 47, 258.02
2026/08/01 16:50:42.265, NVIDIA GeForce RTX 3090, 4289, 24576, 57, 270.23
2026/08/01 16:50:43.350, NVIDIA GeForce RTX 3090, 4289, 24576, 63, 255.46
2026/08/01 16:50:44.402, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 259.60
2026/08/01 16:50:45.450, NVIDIA GeForce RTX 3090, 4289, 24576, 55, 260.95
2026/08/01 16:50:46.502, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 265.81
2026/08/01 16:50:47.577, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 262.09
2026/08/01 16:50:48.649, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 256.63
2026/08/01 16:50:49.720, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 266.35
2026/08/01 16:50:50.808, NVIDIA GeForce RTX 3090, 4289, 24576, 40, 258.87
2026/08/01 16:50:51.862, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 257.73
2026/08/01 16:50:52.932, NVIDIA GeForce RTX 3090, 4289, 24576, 74, 263.95
2026/08/01 16:50:54.032, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 259.52
2026/08/01 16:50:55.090, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 265.70
2026/08/01 16:50:56.142, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 261.84
2026/08/01 16:50:57.236, NVIDIA GeForce RTX 3090, 4289, 24576, 45, 262.86
2026/08/01 16:50:58.300, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 255.35
2026/08/01 16:50:59.348, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 255.57
2026/08/01 16:51:00.433, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 263.53
2026/08/01 16:51:01.463, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 264.90
2026/08/01 16:51:02.514, NVIDIA GeForce RTX 3090, 4289, 24576, 63, 256.43
2026/08/01 16:51:03.565, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 262.56
2026/08/01 16:51:04.660, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 261.80
2026/08/01 16:51:05.708, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.78
2026/08/01 16:51:06.807, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 262.56
2026/08/01 16:51:07.862, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 263.21
2026/08/01 16:51:08.955, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 258.86
2026/08/01 16:51:10.027, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 262.43
2026/08/01 16:51:11.053, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 261.98
2026/08/01 16:51:12.116, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 266.37
2026/08/01 16:51:13.165, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 263.96
2026/08/01 16:51:14.215, NVIDIA GeForce RTX 3090, 4289, 24576, 38, 259.49
2026/08/01 16:51:15.266, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 262.95
2026/08/01 16:51:16.367, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.53
2026/08/01 16:51:17.412, NVIDIA GeForce RTX 3090, 4289, 24576, 55, 266.30
2026/08/01 16:51:18.462, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 261.46
2026/08/01 16:51:19.513, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 260.36
2026/08/01 16:51:20.579, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 265.87
2026/08/01 16:51:21.624, NVIDIA GeForce RTX 3090, 4289, 24576, 38, 261.32
2026/08/01 16:51:22.677, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 260.04
2026/08/01 16:51:23.752, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 261.26
2026/08/01 16:51:24.839, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 265.54
2026/08/01 16:51:25.917, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 259.35
2026/08/01 16:51:26.965, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 263.75
2026/08/01 16:51:28.060, NVIDIA GeForce RTX 3090, 4289, 24576, 38, 259.30
2026/08/01 16:51:29.106, NVIDIA GeForce RTX 3090, 4289, 24576, 55, 265.64
2026/08/01 16:51:30.157, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 268.09
2026/08/01 16:51:31.223, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 260.95
2026/08/01 16:51:32.269, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 259.49
2026/08/01 16:51:33.317, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 264.81
2026/08/01 16:51:34.379, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 256.61
2026/08/01 16:51:35.433, NVIDIA GeForce RTX 3090, 4289, 24576, 59, 259.21
2026/08/01 16:51:36.499, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.24
2026/08/01 16:51:37.549, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 263.02
2026/08/01 16:51:38.647, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 257.55
2026/08/01 16:51:39.696, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 259.13
2026/08/01 16:51:40.744, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 261.16
2026/08/01 16:51:41.836, NVIDIA GeForce RTX 3090, 4289, 24576, 44, 259.20
2026/08/01 16:51:42.890, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.68
2026/08/01 16:51:43.961, NVIDIA GeForce RTX 3090, 4289, 24576, 40, 253.38
2026/08/01 16:51:45.052, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 258.53
2026/08/01 16:51:46.147, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 262.49
2026/08/01 16:51:47.197, NVIDIA GeForce RTX 3090, 4289, 24576, 39, 259.12
2026/08/01 16:51:48.244, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 256.84
2026/08/01 16:51:49.288, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 262.71
2026/08/01 16:51:50.332, NVIDIA GeForce RTX 3090, 4289, 24576, 40, 259.32
2026/08/01 16:51:51.400, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 260.88
2026/08/01 16:51:52.448, NVIDIA GeForce RTX 3090, 4289, 24576, 59, 269.12
2026/08/01 16:51:53.536, NVIDIA GeForce RTX 3090, 4289, 24576, 38, 260.12
2026/08/01 16:51:54.585, NVIDIA GeForce RTX 3090, 4289, 24576, 60, 262.64
2026/08/01 16:51:55.634, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 263.18
2026/08/01 16:51:56.686, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 258.39
2026/08/01 16:51:57.738, NVIDIA GeForce RTX 3090, 4289, 24576, 57, 254.87
2026/08/01 16:51:58.816, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 264.47
2026/08/01 16:51:59.887, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 264.14
2026/08/01 16:52:00.937, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 259.10
2026/08/01 16:52:02.000, NVIDIA GeForce RTX 3090, 4289, 24576, 63, 261.51
2026/08/01 16:52:03.063, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 260.81
2026/08/01 16:52:04.135, NVIDIA GeForce RTX 3090, 4289, 24576, 54, 269.64
2026/08/01 16:52:05.224, NVIDIA GeForce RTX 3090, 4289, 24576, 37, 251.99
2026/08/01 16:52:06.322, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 262.28
2026/08/01 16:52:07.412, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 264.69
2026/08/01 16:52:08.461, NVIDIA GeForce RTX 3090, 4289, 24576, 35, 261.97
2026/08/01 16:52:09.552, NVIDIA GeForce RTX 3090, 4289, 24576, 44, 259.93
2026/08/01 16:52:10.648, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 266.22
2026/08/01 16:52:11.744, NVIDIA GeForce RTX 3090, 4289, 24576, 54, 266.49
2026/08/01 16:52:12.841, NVIDIA GeForce RTX 3090, 4289, 24576, 38, 265.16
2026/08/01 16:52:13.891, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 260.07
2026/08/01 16:52:14.980, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 261.15
2026/08/01 16:52:16.076, NVIDIA GeForce RTX 3090, 4289, 24576, 39, 255.96
2026/08/01 16:52:17.126, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 260.14
2026/08/01 16:52:18.178, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 263.03
2026/08/01 16:52:19.269, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 254.55
2026/08/01 16:52:20.317, NVIDIA GeForce RTX 3090, 4289, 24576, 38, 264.95
2026/08/01 16:52:21.412, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 262.74
2026/08/01 16:52:22.462, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 265.53
2026/08/01 16:52:23.528, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 261.16
2026/08/01 16:52:24.620, NVIDIA GeForce RTX 3090, 4289, 24576, 44, 256.29
2026/08/01 16:52:25.673, NVIDIA GeForce RTX 3090, 4289, 24576, 47, 261.62
2026/08/01 16:52:26.726, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 263.08
2026/08/01 16:52:27.797, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 262.75
2026/08/01 16:52:28.850, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 259.89
2026/08/01 16:52:29.897, NVIDIA GeForce RTX 3090, 4289, 24576, 37, 251.81
2026/08/01 16:52:30.968, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 259.62
2026/08/01 16:52:32.064, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 259.76
2026/08/01 16:52:33.164, NVIDIA GeForce RTX 3090, 4289, 24576, 45, 262.60
2026/08/01 16:52:34.214, NVIDIA GeForce RTX 3090, 4289, 24576, 40, 253.85
2026/08/01 16:52:35.262, NVIDIA GeForce RTX 3090, 4289, 24576, 59, 263.82
2026/08/01 16:52:36.340, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 265.49
2026/08/01 16:52:37.412, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 255.90
2026/08/01 16:52:38.457, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 263.42
2026/08/01 16:52:39.549, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 258.48
2026/08/01 16:52:40.606, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 256.06
2026/08/01 16:52:41.658, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 266.04
2026/08/01 16:52:42.710, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 264.88
2026/08/01 16:52:43.805, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 264.75
2026/08/01 16:52:44.876, NVIDIA GeForce RTX 3090, 4289, 24576, 64, 256.15
2026/08/01 16:52:45.911, NVIDIA GeForce RTX 3090, 4289, 24576, 39, 263.10
2026/08/01 16:52:47.007, NVIDIA GeForce RTX 3090, 4289, 24576, 42, 265.56
2026/08/01 16:52:48.100, NVIDIA GeForce RTX 3090, 4289, 24576, 44, 258.95
2026/08/01 16:52:49.176, NVIDIA GeForce RTX 3090, 4289, 24576, 40, 266.63
2026/08/01 16:52:50.225, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 264.07
2026/08/01 16:52:51.273, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 267.08
2026/08/01 16:52:52.330, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 254.13
2026/08/01 16:52:53.379, NVIDIA GeForce RTX 3090, 4289, 24576, 46, 254.63
2026/08/01 16:52:54.472, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 264.93
2026/08/01 16:52:55.522, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 254.81
2026/08/01 16:52:56.608, NVIDIA GeForce RTX 3090, 4289, 24576, 55, 263.70
2026/08/01 16:52:57.657, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 264.52
2026/08/01 16:52:58.744, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 263.63
2026/08/01 16:52:59.794, NVIDIA GeForce RTX 3090, 4289, 24576, 55, 267.86
2026/08/01 16:53:00.864, NVIDIA GeForce RTX 3090, 4289, 24576, 60, 254.50
2026/08/01 16:53:01.959, NVIDIA GeForce RTX 3090, 4289, 24576, 57, 264.25
2026/08/01 16:53:03.006, NVIDIA GeForce RTX 3090, 4289, 24576, 56, 265.98
2026/08/01 16:53:04.097, NVIDIA GeForce RTX 3090, 4289, 24576, 60, 259.96
2026/08/01 16:53:05.142, NVIDIA GeForce RTX 3090, 4289, 24576, 59, 255.45
2026/08/01 16:53:06.221, NVIDIA GeForce RTX 3090, 4289, 24576, 46, 255.14
2026/08/01 16:53:07.295, NVIDIA GeForce RTX 3090, 4289, 24576, 42, 261.03
2026/08/01 16:53:08.391, NVIDIA GeForce RTX 3090, 4289, 24576, 40, 260.61
2026/08/01 16:53:09.460, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 256.91
2026/08/01 16:53:10.504, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 264.95
2026/08/01 16:53:11.553, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 259.33
2026/08/01 16:53:12.601, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 261.43
2026/08/01 16:53:13.654, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 255.73
2026/08/01 16:53:14.704, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 265.98
2026/08/01 16:53:15.749, NVIDIA GeForce RTX 3090, 4289, 24576, 50, 264.85
2026/08/01 16:53:16.792, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 263.95
2026/08/01 16:53:17.884, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 266.02
2026/08/01 16:53:18.980, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 258.57
2026/08/01 16:53:20.048, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 258.47
2026/08/01 16:53:21.097, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 259.23
2026/08/01 16:53:22.144, NVIDIA GeForce RTX 3090, 4289, 24576, 59, 263.18
2026/08/01 16:53:23.212, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 252.32
2026/08/01 16:53:24.279, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 264.12
2026/08/01 16:53:25.329, NVIDIA GeForce RTX 3090, 4289, 24576, 61, 263.38
2026/08/01 16:53:26.415, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.45
2026/08/01 16:53:27.461, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 260.10
2026/08/01 16:53:28.527, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 257.80
2026/08/01 16:53:29.596, NVIDIA GeForce RTX 3090, 4289, 24576, 48, 258.75
2026/08/01 16:53:30.672, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 254.70
2026/08/01 16:53:31.744, NVIDIA GeForce RTX 3090, 4289, 24576, 37, 256.49
2026/08/01 16:53:32.812, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 261.45
2026/08/01 16:53:33.862, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 266.42
2026/08/01 16:53:34.917, NVIDIA GeForce RTX 3090, 4289, 24576, 41, 264.43
2026/08/01 16:53:35.983, NVIDIA GeForce RTX 3090, 4289, 24576, 44, 253.66
2026/08/01 16:53:37.028, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 264.37
2026/08/01 16:53:38.072, NVIDIA GeForce RTX 3090, 4289, 24576, 53, 265.79
2026/08/01 16:53:39.148, NVIDIA GeForce RTX 3090, 4289, 24576, 49, 256.88
2026/08/01 16:53:40.202, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 262.19
2026/08/01 16:53:41.296, NVIDIA GeForce RTX 3090, 4289, 24576, 43, 252.85
2026/08/01 16:53:42.345, NVIDIA GeForce RTX 3090, 4289, 24576, 62, 263.81
2026/08/01 16:53:43.440, NVIDIA GeForce RTX 3090, 4289, 24576, 64, 264.45
2026/08/01 16:53:44.484, NVIDIA GeForce RTX 3090, 4289, 24576, 52, 256.36
2026/08/01 16:53:45.551, NVIDIA GeForce RTX 3090, 4289, 24576, 60, 265.89
2026/08/01 16:53:46.644, NVIDIA GeForce RTX 3090, 4289, 24576, 51, 265.10
2026/08/01 16:53:47.698, NVIDIA GeForce RTX 3090, 4289, 24576, 58, 258.27
2026/08/01 16:53:48.753, NVIDIA GeForce RTX 3090, 4289, 24576, 37, 258.61
